 TIME                                    Q_HP                                     P_HP                                     COP_HP                                   T_w_i_HP                                 T_w_o_HP                                 m_w_i_HP                                 T_amb                                    F_Q_in                                   F_Q_out                                  m_w_o_HP                                 CS                                       T_thermostat                            
  +3.7200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9972820088856096E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1664400311440403E+01
  +3.7250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9954829519519976E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1653898527495507E+01
  +3.7299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9936859689917327E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1643397460125669E+01
  +3.7350000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9918910548564156E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1632897116496288E+01
  +3.7399999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9900982044161751E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1622397503726766E+01
  +3.7450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9883074125595890E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1611898628890813E+01
  +3.7500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9865186741936071E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1601400499016840E+01
  +3.7549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9847319842434693E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1590903121088267E+01
  +3.7600000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9829473376526337E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1580406502043871E+01
  +3.7649999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9811647293826944E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1569910648778162E+01
  +3.7700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9793841544133031E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1559415568141652E+01
  +3.7750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9776056077420989E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1548921266941285E+01
  +3.7799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9758290843846247E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1538427751940660E+01
  +3.7850000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9740545793742541E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1527935029860458E+01
  +3.7899999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9722820877621174E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1517443107378710E+01
  +3.7950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9705116046170225E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1506951991131160E+01
  +3.8000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9687431250253837E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1496461687711545E+01
  +3.8049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9669766440911445E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1485972203671949E+01
  +3.8100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9652121569357028E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1475483545523140E+01
  +3.8149999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9634496586978386E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1464995719734830E+01
  +3.8200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9616891445336407E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1454508732736024E+01
  +3.8250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9599306096164320E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1444022590915338E+01
  +3.8299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9581740491366958E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1433537300621289E+01
  +3.8350000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9564194583020054E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1423052868162607E+01
  +3.8399999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9546668323369509E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1412569299808560E+01
  +3.8450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9529161664830674E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1402086601789222E+01
  +3.8500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9511674559987625E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1391604780295786E+01
  +3.8549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9494206961592468E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1381123841480900E+01
  +3.8600000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9476758822564598E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1370643791458889E+01
  +3.8649999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9459330095990040E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1360164636306138E+01
  +3.8700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9441920735120696E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1349686382061279E+01
  +3.8750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9424530693373683E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1339209034725592E+01
  +3.8799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9407159924330621E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1328732600263208E+01
  +3.8850000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9389808381736941E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1318257084601441E+01
  +3.8899999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9372476019501192E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1307782493631031E+01
  +3.8950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9355162791694369E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1297308833206486E+01
  +3.9000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9337868652549204E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1286836109146286E+01
  +3.9049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9320589805751773E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7087500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1276362456319340E+01
  +3.9100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9303318712169187E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7062500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1265884140804204E+01
  +3.9149999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9286051593692548E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7037500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1255399299732652E+01
  +3.9200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9268788425479592E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7012500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1244907939134535E+01
  +3.9250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9251529182790037E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6987500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1234410065012263E+01
  +3.9299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9234273840985125E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6962500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1223905683341080E+01
  +3.9350000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9217022375527158E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6937500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1213394800069231E+01
  +3.9399999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9199774761979093E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6912500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1202877421118160E+01
  +3.9450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9182530976004045E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6887500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1192353552382741E+01
  +3.9500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9165290993364891E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6862500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1181823199731475E+01
  +3.9549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9148054789923819E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6837500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1171286369006680E+01
  +3.9600000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9130822341641860E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6812500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1160743066024708E+01
  +3.9649999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9113593624578527E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6787500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1150193296576127E+01
  +3.9700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9096368614891297E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6762500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1139637066425941E+01
  +3.9750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9079147288835230E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6737500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1129074381313764E+01
  +3.9799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9061929622762548E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6712500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1118505246954022E+01
  +3.9850000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9044715593122177E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6687500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1107929669036160E+01
  +3.9899999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9027505176459321E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6662500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1097347653224816E+01
  +3.9950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9010298349415095E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6637500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1086759205160021E+01
  +4.0000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8993095088726029E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6612500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1076164330457388E+01
  +4.0049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8975897621648343E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6594999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1065564157256645E+01
  +4.0100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8958710421320490E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6585000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1054960934926385E+01
  +4.0149999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8941535704456570E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6575000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1044355790158335E+01
  +4.0200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8924373435999904E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6564999999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1033748728260782E+01
  +4.0250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8907223581021050E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6555000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1023139754514169E+01
  +4.0299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8890086104717241E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6545000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1012528874171338E+01
  +4.0350000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8872960972411875E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6535000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1001916092457762E+01
  +4.0399999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8855848149553964E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6525000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0991301414571694E+01
  +4.0450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8838747601717607E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6515000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0980684845684465E+01
  +4.0500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8821659294601481E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6505000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0970066390940630E+01
  +4.0549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8804583194028282E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6495000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0959446055458166E+01
  +4.0600000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8787519265944240E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6485000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0948269622721028E+01
  +4.0649999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8770467476418553E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6475000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0936485100546427E+01
  +4.0700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8753427791641009E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6465000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0924647543455336E+01
  +4.0750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8736400177919364E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6455000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0912810888296072E+01
  +4.0799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8719384601678698E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6445000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0900975133773571E+01
  +4.0850000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8702381029460966E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6435000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0889140278594674E+01
  +4.0899999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8685389427924505E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6425000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0877306321468097E+01
  +4.0950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8668409763843606E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6414999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0865473261104533E+01
  +4.1000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8651442004108020E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6405000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0853641096216521E+01
  +4.1049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8552809652399773E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6387500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0841749678967673E+01
  +4.1100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8292074711720957E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6362500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0829680486251981E+01
  +4.1149999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7872534294339516E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6337500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0817074713164921E+01
  +4.1200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7299357165688278E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6312500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0803619034082764E+01
